season,conference,adj_off_eff,adj_def_eff,adj_tempo,eff_diff
2017,NEC,102.935,111.915,68.9066,-8.980000000000004
2024,CUSA,98.0758,106.869,65.4296,-8.793199999999999
2019,NEC,94.7684,103.528,65.9481,-8.759600000000006
2017,NEC,91.5773,100.478,68.6587,-8.9007
2018,Ivy,104.811,113.789,69.1552,-8.977999999999994
2023,Horz,103.723,112.408,68.4409,-8.685000000000002
2023,OVC,101.862,110.76,71.2227,-8.89800000000001
2025,SWAC,101.41,110.647,67.7458,-9.237000000000009
2018,Slnd,98.2369,107.446,66.223,-9.209099999999992
2020,Horz,,,,
2021,WAC,96.6135,106.058,64.6733,-9.444500000000005
2015,Horz,105.463,114.481,66.7636,-9.018
2023,Pat,100.842,110.171,62.5744,-9.329000000000008
2024,AE,102.519,111.372,66.1859,-8.852999999999994
2021,Pat,100.538,108.575,65.931,-8.037000000000006
2015,MVC,104.591,113.92,58.7101,-9.329000000000008
2017,BW,96.8967,105.917,67.0538,-9.020300000000006
2020,MEAC,,,,
2023,BW,102.042,110.575,66.0894,-8.533000000000001
2015,Pat,98.288,107.461,60.7513,-9.173000000000002
2025,Slnd,100.528,110.097,64.7486,-9.568999999999988
2025,WCC,105.774,114.69,68.2515,-8.915999999999997
2025,Slnd,95.0551,104.616,67.38,-9.560900000000004
2022,BW,98.0447,106.626,64.2867,-8.581299999999999
2020,Ivy,,,,
2021,Pat,103.062,111.506,68.9422,-8.444000000000003
2023,MAAC,97.8419,107.115,65.6368,-9.2731
2023,MAAC,97.0908,106.337,65.841,-9.246200000000002
2015,Slnd,99.7665,108.368,65.6542,-8.601500000000001
2015,Amer,98.9278,107.619,63.3948,-8.691199999999995
2015,SWAC,93.5629,102.659,64.4297,-9.096100000000007
2020,BSky,,,,
2024,CUSA,101.591,110.65,70.1666,-9.059000000000012
2023,AE,99.1305,108.568,65.8838,-9.4375
2016,Ivy,101.981,111.505,70.3169,-9.524000000000001
2018,SWAC,101.561,110.971,70.7987,-9.409999999999997
2017,BSth,98.9445,108.105,65.5832,-9.160499999999999
2020,AE,,,,
2023,SWAC,96.2043,105.058,71.0018,-8.853700000000003
2022,SWAC,93.5053,102.664,63.6759,-9.158699999999996
2018,Ivy,101.118,110.291,71.6575,-9.173000000000002
2018,BSky,102.464,111.597,69.6265,-9.132999999999996
2025,AE,103.231,112.286,67.4509,-9.055000000000007
2025,MAC,103.418,112.756,66.3567,-9.337999999999994
2018,BW,94.9477,103.743,68.1986,-8.795299999999997
2023,CUSA,102.132,112.104,69.1894,-9.971999999999994
2025,MAAC,97.1439,106.242,64.0498,-9.098100000000002
2016,OVC,100.249,109.699,67.1452,-9.450000000000003
2016,A10,98.8234,108.473,66.2193,-9.649599999999992
2020,Slnd,,,,
2021,Horz,96.4943,104.898,72.4399,-8.4037
2023,SB,98.1475,107.389,67.0189,-9.241500000000002
2023,SB,97.9111,107.127,66.0263,-9.21589999999999
2023,AE,97.4489,107.173,64.2077,-9.724100000000007
2025,PL,102.276,111.447,66.9315,-9.171000000000006
2019,CAA,105.285,114.322,69.1323,-9.037000000000006
2022,WAC,95.9542,105.017,71.2695,-9.062799999999996
2017,CUSA,98.4897,107.795,68.8017,-9.305300000000003
2025,MAC,104.289,113.998,67.1708,-9.709000000000003
2020,CUSA,,,,
2019,BSky,96.4563,106.362,70.9119,-9.905699999999996
2020,CAA,,,,
2015,CAA,95.7532,104.978,60.5047,-9.224799999999988
2023,Pat,97.91,107.638,69.5416,-9.728000000000009
2023,OVC,103.342,112.021,69.339,-8.679000000000002
2015,Sum,93.5063,103.317,63.0207,-9.810699999999997
2019,BSky,96.1801,105.73,67.9534,-9.549900000000008
2016,MEAC,103.199,112.912,67.2697,-9.713000000000008
2020,OVC,,,,
2020,SWAC,,,,
2018,WCC,105.737,114.581,67.5211,-8.844000000000008
2021,SC,96.4123,105.653,72.9872,-9.240700000000004
2017,OVC,98.369,107.839,67.4467,-9.469999999999999
2020,SWAC,,,,
2019,NEC,95.7217,105.213,68.2721,-9.491299999999995
2020,Slnd,,,,
2017,CUSA,102.876,112.513,64.8587,-9.637
2025,Ivy,106.302,115.864,70.655,-9.561999999999998
2015,Horz,100.573,110.355,64.2484,-9.78200000000001
2020,ASun,,,,
2019,MAAC,100.034,109.54,64.3489,-9.506
2015,Amer,102.33,111.6,63.7031,-9.269999999999996
2017,A10,95.4233,104.774,63.3987,-9.350700000000003
2025,SWAC,96.5959,106.186,69.8743,-9.590100000000007
2020,AE,,,,
2015,SB,97.7043,107.682,65.0231,-9.977699999999999
2023,MAC,103.694,113.037,69.6647,-9.343000000000004
2021,SWAC,87.7513,97.8304,68.7417,-10.079099999999997
2017,ASun,102.599,111.827,67.6009,-9.227999999999994
2019,SC,101.643,110.859,69.3602,-9.215999999999994
2019,Horz,101.511,111.56,68.9321,-10.049000000000007
2022,WCC,97.9102,107.123,69.8108,-9.212800000000001
2015,AE,96.9534,106.684,62.7323,-9.730599999999995
2023,OVC,101.58,111.314,66.711,-9.733999999999995
2023,SB,100.317,109.789,63.4103,-9.472000000000008
2017,SB,99.6286,108.745,70.4649,-9.116399999999999
2021,Pat,96.5962,105.709,67.7644,-9.112800000000007
2020,OVC,,,,
2018,WCC,99.6831,108.64,67.0932,-8.956900000000005
2025,ASun,101.81,111.054,66.0576,-9.244
2021,MAAC,91.5702,100.981,66.3931,-9.410799999999995
2023,MVC,100.586,109.966,64.985,-9.379999999999995
2015,SB,99.1913,109.269,64.4299,-10.077700000000007
2015,WAC,97.4471,107.443,63.3387,-9.995899999999992
2015,SC,99.2537,109.024,65.4099,-9.770300000000006
2024,OVC,101.359,110.873,67.0453,-9.51400000000001
2016,WCC,93.6076,103.426,66.0513,-9.818399999999997
2021,AE,95.9888,105.403,66.7541,-9.414200000000008
2023,ACC,101.381,111.647,66.5314,-10.266000000000005
2015,NEC,96.6156,106.485,67.1481,-9.869399999999999
2025,BSky,107.261,116.722,66.2332,-9.460999999999999
2016,ASun,99.7287,109.814,70.409,-10.08529999999999
2019,AE,98.154,108.006,65.7351,-9.852000000000004
2020,WCC,,,,
2015,A10,95.4758,105.323,62.6244,-9.847199999999987
2024,CUSA,99.3298,109.227,66.0778,-9.897199999999998
2016,BSky,99.0034,108.742,70.0284,-9.738600000000005
2019,MAAC,101.476,111.344,67.5336,-9.867999999999995
2022,A10,98.9604,108.986,65.7625,-10.025599999999997
2022,SWAC,97.2516,107.206,70.1592,-9.954400000000007
2017,Ivy,104.083,113.905,71.1135,-9.822000000000003
2019,Slnd,102.841,112.458,73.7328,-9.617000000000004
2019,Pat,97.1094,107.008,66.7848,-9.898600000000002
2024,SB,99.0275,108.734,69.951,-9.706499999999991
2018,OVC,99.3027,109.384,68.4778,-10.081299999999999
2017,BSth,99.2588,110.616,65.4274,-11.357200000000006
2024,MEAC,95.7384,105.78,68.4982,-10.041600000000003
2021,OVC,95.5153,105.28,68.7105,-9.764700000000005
2019,CAA,100.892,110.759,65.0556,-9.867000000000004
2019,ASun,94.9641,105.133,68.3067,-10.168899999999994
2019,Amer,96.4776,107.253,69.6007,-10.775400000000005
2024,OVC,98.9704,108.835,68.3411,-9.864599999999996
2024,BSth,100.015,109.874,67.0248,-9.858999999999995
2024,NEC,95.785,105.879,61.2516,-10.094000000000008
2016,ASun,101.162,111.443,72.7498,-10.280999999999992
2016,CUSA,105.277,115.665,69.7035,-10.388000000000005
2024,SWAC,106.201,116.811,66.3731,-10.610000000000014
2017,MAC,95.8207,105.902,68.5115,-10.081299999999999
2023,OVC,101.127,111.154,70.9784,-10.027000000000001
2016,BSky,98.6487,108.642,68.38,-9.99329999999999
2021,SB,93.9047,103.69,67.011,-9.785299999999992
2022,AE,101.27,111.402,67.1118,-10.132000000000005
2024,ind,98.8591,109.921,64.4104,-11.061900000000009
2020,MEAC,,,,
2024,NEC,102.114,112.158,69.1543,-10.043999999999997
2019,BSky,101.489,111.868,68.8975,-10.37899999999999
2016,CAA,101.285,111.512,67.3621,-10.227000000000004
2022,MAC,103.164,113.09,72.6713,-9.926000000000002
2022,BSth,95.3337,105.962,64.0392,-10.62830000000001
2018,NEC,102.606,112.46,70.4182,-9.854
2018,Pat,102.094,112.413,68.2708,-10.319000000000003
2020,ASun,,,,
2017,WCC,98.7504,108.7,65.7426,-9.949600000000004
2019,Slnd,94.4776,104.421,64.7448,-9.943400000000011
2025,SB,100.092,110.407,65.9616,-10.314999999999998
2016,Ivy,97.8607,108.425,72.6557,-10.564300000000003
2022,MEAC,96.7874,107.112,67.5,-10.32459999999999
2020,BSky,,,,
2018,AE,98.3927,108.952,65.3684,-10.559299999999993
2018,WCC,99.8354,109.555,64.6148,-9.7196
2017,NEC,101.615,111.995,69.0033,-10.38000000000001
2021,NEC,93.7719,103.019,74.0078,-9.247100000000003
2015,CUSA,98.3493,108.433,63.5796,-10.083700000000007
2020,MWC,,,,
2018,WAC,98.7816,108.812,69.2603,-10.0304
2023,MVC,98.3672,108.356,67.9459,-9.988799999999998
2025,PL,100.632,110.838,67.2247,-10.205999999999989
2019,SC,102.226,112.267,71.4249,-10.040999999999997
2025,WCC,101.408,111.676,66.3991,-10.268
2020,NEC,,,,
2017,BSky,96.4985,107.094,68.3806,-10.595499999999987
2017,Horz,102.445,112.943,71.6041,-10.498000000000005
2020,MEAC,,,,
2023,BW,94.3033,104.283,64.1768,-9.979700000000008
2023,ind,103.198,113.477,64.365,-10.27900000000001
2021,Sum,96.8932,108.369,67.4296,-11.475800000000007
2020,SB,,,,
2019,OVC,104.544,115.165,68.309,-10.62100000000001
2016,Slnd,101.959,112.546,70.0591,-10.587000000000003
2024,Pat,103.595,113.847,62.7361,-10.251999999999995
2024,Pat,98.367,108.674,65.7273,-10.307000000000002
2025,NEC,94.8545,105.232,64.7704,-10.377499999999998
2016,ASun,103.514,114.201,70.5148,-10.686999999999998
2022,AE,92.3171,102.952,65.035,-10.634900000000002
2017,SWAC,95.4874,105.852,67.6736,-10.36460000000001
2022,Horz,99.6102,110.098,69.1381,-10.487799999999993
2020,MVC,,,,
2023,BW,95.2121,105.276,63.2238,-10.06389999999999
2018,MAAC,102.156,112.45,66.4787,-10.293999999999997
2018,Amer,99.1473,109.557,64.5035,-10.4097
2017,BW,104.006,114.6,72.6328,-10.593999999999994
2025,SWAC,97.299,107.866,69.0025,-10.566999999999993
2021,ASun,94.2406,105.094,70.9255,-10.853399999999993
2021,MAC,95.0851,104.54,66.2695,-9.45490000000001
2015,Ivy,97.1946,107.733,62.9816,-10.53840000000001
2019,Sum,103.303,114.027,66.7046,-10.724000000000004
2017,ASun,98.7041,109.091,67.5088,-10.386899999999997
2025,WAC,92.9844,103.381,65.4674,-10.396600000000007
2025,SC,100.227,110.766,68.1124,-10.539000000000001
2016,NEC,104.836,114.583,71.1346,-9.747
2016,B10,97.2474,107.763,70.3112,-10.515600000000006
2022,MWC,99.5492,109.42,65.3339,-9.870800000000003
2018,SB,104.844,115.299,69.5131,-10.455000000000013
2023,SB,104.263,114.738,68.429,-10.474999999999994
2025,MAC,98.9047,109.793,68.6751,-10.888300000000001
2017,MAAC,96.827,107.674,68.8406,-10.847000000000008
2023,Sum,103.347,113.479,66.0416,-10.132000000000005
2015,SC,101.424,112.219,65.9157,-10.794999999999987
2024,WCC,103.369,114.135,67.4044,-10.766000000000005
2018,Sum,104.607,114.865,69.7995,-10.257999999999996
2015,BW,98.618,109.116,65.4331,-10.498000000000005
2024,SB,100.147,110.643,67.1799,-10.495999999999995
2022,AE,95.0265,105.913,66.9834,-10.886499999999998
2019,OVC,98.3954,109.472,69.2896,-11.0766
2016,SB,97.9773,108.762,68.3071,-10.7847
2016,WAC,99.3739,109.926,74.1103,-10.552099999999996
2016,Horz,102.826,113.662,72.4042,-10.836000000000013
2021,Pat,97.383,107.49,72.165,-10.107
2021,Ivy,94.8932,105.155,66.8705,-10.261800000000008
2021,MEAC,90.2201,100.814,68.6837,-10.59389999999999
2018,Horz,98.2354,109.456,66.0769,-11.220600000000005
2018,ASun,107.929,118.638,73.5582,-10.709000000000003
2020,CUSA,,,,
2019,CAA,100.056,110.539,63.3624,-10.483000000000004
2025,MAC,101.394,112.383,67.7873,-10.98899999999999
2024,MVC,100.251,111.009,67.8565,-10.757999999999996
2022,OVC,95.1182,105.728,64.5247,-10.609799999999993
2015,SB,95.5212,106.74,65.4435,-11.218800000000002
2022,BSth,96.9009,107.948,67.3178,-11.0471
2018,BSky,100.156,110.625,65.5344,-10.468999999999994
2019,A10,95.1995,105.876,67.0588,-10.676500000000004
2021,Slnd,97.0691,108.069,72.7151,-10.999899999999997
2015,SC,97.9111,108.705,76.2801,-10.793899999999994
2025,PL,98.0729,108.744,66.098,-10.671099999999996
2024,MEAC,99.1325,110.071,68.5303,-10.938500000000005
2018,OVC,101.898,113.032,68.5091,-11.134
2015,MAAC,94.7468,106.052,60.9906,-11.305200000000013
2023,MVC,98.0478,108.724,69.0249,-10.676200000000009
2019,MAAC,92.9924,103.867,67.2969,-10.874600000000001
2025,OVC,101.716,112.685,66.2116,-10.969000000000008
2021,ASun,93.1394,104.33,70.9377,-11.190600000000003
2023,Sum,100.794,111.222,68.5813,-10.427999999999997
2021,Horz,100.698,110.604,69.8618,-9.906000000000006
2023,BSth,100.191,111.256,71.5165,-11.064999999999998
2023,BSky,102.819,113.527,65.9364,-10.707999999999998
2019,Sum,97.3095,108.279,67.1794,-10.969499999999996
2024,SWAC,97.4354,109.257,69.4474,-11.821600000000004
2022,MEAC,95.2236,106.051,71.6881,-10.827399999999997
2022,WCC,95.4459,105.859,68.0538,-10.4131
2023,BSth,105.403,116.655,65.8656,-11.251999999999995
2024,BE,101.175,112.844,67.5254,-11.668999999999997
2021,WAC,91.3622,102.774,69.9262,-11.4118
2018,AE,103.71,115.015,71.5977,-11.305000000000007
2024,NEC,100.128,111.037,67.2241,-10.909000000000006
2019,Horz,98.1553,109.495,65.9016,-11.339700000000008
2017,SC,105.592,116.334,79.6777,-10.742000000000004
2025,SB,97.5963,108.881,70.7872,-11.2847
2022,Pat,96.6064,107.816,68.6786,-11.209600000000009
2017,OVC,106.062,117.146,69.8971,-11.084000000000003
2023,Pat,99.0204,110.443,66.8207,-11.422600000000003
2021,MAC,100.421,110.575,72.3587,-10.153999999999996
2018,MEAC,99.855,110.955,76.0268,-11.099999999999994
2020,BW,,,,
2018,CUSA,98.9816,110.863,67.487,-11.8814
2020,NEC,,,,
2020,ASun,,,,
2025,Ivy,103.933,114.893,66.8234,-10.959999999999994
2022,Sum,100.268,110.795,66.2589,-10.527000000000001
2021,MEAC,95.3742,106.29,70.909,-10.915800000000004
2023,SWAC,99.3082,110.081,68.0964,-10.772800000000004
2023,SWAC,96.5543,106.264,69.324,-9.709699999999998
2021,Ivy,94.7192,105.534,69.2325,-10.814800000000005
2019,CUSA,95.3851,106.558,64.3696,-11.172900000000013
2021,BSth,96.197,106.934,66.3935,-10.736999999999995
2021,MAAC,89.5234,100.42,72.2498,-10.896600000000007
2017,CAA,97.317,108.405,64.7293,-11.088000000000008
2023,MAAC,97.539,109.053,67.0645,-11.513999999999996
2015,SB,100.42,112.009,68.3882,-11.588999999999999
2016,NEC,93.6959,104.872,65.7872,-11.176100000000005
2022,MAC,93.142,104.114,66.9062,-10.972000000000008
2022,SC,99.1381,110.487,68.1323,-11.3489
2020,Ivy,,,,
2025,BSky,101.752,112.766,66.8337,-11.01400000000001
2023,MAAC,96.9232,108.587,63.0183,-11.663800000000009
2015,ASun,100.383,111.401,67.425,-11.018
2019,MEAC,96.3396,107.92,65.5423,-11.580399999999997
2017,BSky,100.81,112.293,65.4315,-11.483000000000004
2017,Amer,96.4854,107.657,68.6323,-11.171599999999998
2019,Pat,101.388,112.659,68.7448,-11.271
2023,Slnd,101.505,112.6,65.395,-11.094999999999999
2019,CUSA,89.8435,101.067,67.8174,-11.223499999999987
2021,NEC,91.086,101.377,66.8405,-10.290999999999997
2023,NEC,89.4866,101.915,66.4031,-12.42840000000001
2025,WCC,99.3811,110.634,71.0124,-11.252899999999997
2016,Pat,97.0369,108.525,63.6033,-11.488100000000003
2021,MAC,97.337,107.82,68.3841,-10.48299999999999
2018,Pat,97.7496,109.222,62.8523,-11.472399999999993
2021,Horz,93.4525,103.94,68.4633,-10.487499999999997
2021,Sum,97.3226,109.668,71.7936,-12.345400000000012
2015,MAAC,99.1386,110.834,64.4632,-11.695400000000006
2017,Slnd,100.999,112.444,71.2246,-11.445000000000007
2017,MAAC,101.354,113.049,73.0602,-11.695000000000007
2025,MAAC,94.8954,106.291,63.8076,-11.395600000000002
2025,WAC,98.1231,109.265,68.856,-11.141900000000007
2024,MAC,99.9716,111.266,68.4306,-11.29440000000001
2019,Slnd,99.7545,110.926,70.37,-11.171500000000009
2022,NEC,94.4177,105.961,62.0756,-11.543300000000002
2022,OVC,94.4509,105.561,68.3714,-11.110100000000003
2020,MAAC,,,,
2018,Slnd,100.821,112.391,70.3873,-11.570000000000007
2019,MAAC,95.7498,107.239,67.6777,-11.489200000000011
2020,MAAC,,,,
2023,CAA,97.8646,109.693,66.8455,-11.828400000000002
2015,Slnd,100.356,111.369,62.5756,-11.013000000000005
2019,MEAC,96.6416,108.528,65.2069,-11.886400000000009
2017,AE,104.246,115.64,71.6722,-11.394000000000005
2023,SWAC,96.6964,107.978,68.3055,-11.281599999999997
2021,MEAC,90.8887,101.973,77.1134,-11.084299999999999
2018,A10,94.7467,106.371,65.9279,-11.624299999999991
2020,BSth,,,,
2024,MAC,102.234,113.757,67.9885,-11.52300000000001
2025,AE,106.505,117.9,70.354,-11.39500000000001
2024,Slnd,98.9515,110.066,64.7418,-11.114500000000007
2016,SWAC,98.8843,110.397,68.8909,-11.51270000000001
2023,AE,98.6816,110.614,66.0525,-11.932400000000001
2018,Sum,96.6297,108.0,68.0342,-11.3703
2024,Horz,101.684,113.264,66.9233,-11.579999999999998
2022,MEAC,92.1057,103.812,72.1229,-11.706299999999999
2018,SWAC,94.4781,106.366,72.2164,-11.887900000000002
2018,OVC,95.7963,107.528,66.0845,-11.731700000000004
2020,Slnd,,,,
2024,SWAC,100.412,112.499,68.3826,-12.086999999999989
2017,BSth,96.1329,107.833,63.874,-11.700099999999992
2025,BSky,101.134,112.611,65.5669,-11.477000000000004
2016,Pat,100.503,112.278,66.6236,-11.775000000000006
2017,Slnd,96.7143,108.767,65.7352,-12.052700000000002
2021,CUSA,97.1507,108.924,70.6465,-11.773300000000006
2022,WAC,100.217,111.71,71.7047,-11.492999999999995
2020,Sum,,,,
2020,Horz,,,,
2020,Pat,,,,
2021,ASun,93.1841,105.382,67.931,-12.197900000000004
2015,BSth,96.958,109.234,61.0193,-12.275999999999996
2019,BSky,100.391,112.314,68.3584,-11.922999999999988
2016,NEC,99.9017,111.583,72.2357,-11.681299999999993
2017,Sum,97.0821,108.83,68.6927,-11.747900000000001
2016,MAAC,91.8495,103.237,68.4958,-11.387499999999989
2017,MEAC,93.8581,105.627,68.6766,-11.768900000000002
2016,Horz,91.3311,103.294,63.7371,-11.96289999999999
2016,CUSA,100.402,112.614,69.6924,-12.212000000000003
2019,MEAC,93.2976,105.418,72.0714,-12.120400000000004
2020,BSth,,,,
2018,SB,94.2562,105.994,64.9731,-11.737799999999993
2021,MWC,91.6628,102.99,68.0607,-11.32719999999999
2019,MEAC,101.774,114.166,71.0688,-12.391999999999996
2020,NEC,,,,
2023,NEC,93.7002,106.595,62.0754,-12.894800000000004
2018,AE,97.6222,109.808,66.0295,-12.1858
2020,SWAC,,,,
2018,SC,108.13,120.065,71.1956,-11.935000000000002
2019,OVC,99.5136,111.75,66.7539,-12.236400000000003
2021,AE,94.1472,105.871,68.542,-11.723799999999997
2015,SWAC,97.0073,108.888,68.3221,-11.880700000000004
2017,WAC,100.314,113.24,73.8828,-12.926000000000002
2025,WAC,101.731,113.508,67.3977,-11.777000000000001
2016,BSth,98.7195,110.425,63.0786,-11.7055
2018,Horz,97.8525,110.479,67.0338,-12.626499999999993
2020,ASun,,,,
2018,Ivy,98.7331,110.886,66.7574,-12.152900000000002
2020,CAA,,,,
2022,Pat,98.2438,110.399,67.9706,-12.155200000000008
2017,NEC,97.523,109.772,70.9476,-12.24900000000001
2023,MEAC,94.4968,106.825,70.8204,-12.32820000000001
2023,Sum,96.3827,108.078,63.8001,-11.695300000000003
2024,SWAC,92.9266,105.653,67.0716,-12.726400000000012
2021,SB,93.0354,105.381,67.4398,-12.345600000000005
2017,Horz,102.197,114.525,72.5376,-12.328000000000003
2025,BSth,99.6556,111.626,67.2549,-11.970399999999998
2017,WCC,102.095,114.076,68.434,-11.980999999999995
2019,OVC,97.3542,109.826,67.4693,-12.471799999999988
2025,OVC,100.805,113.091,67.6972,-12.285999999999987
2022,SWAC,93.8124,106.156,69.1621,-12.34360000000001
2018,MWC,95.8941,107.932,67.017,-12.037900000000008
2024,CAA,100.666,112.937,66.5155,-12.271
2021,ASun,101.424,114.03,66.7724,-12.605999999999995
2018,SC,96.0774,108.337,69.3869,-12.259600000000006
2016,CUSA,95.3893,108.08,67.4506,-12.690699999999993
2021,NEC,101.063,112.42,70.9838,-11.357
2016,WAC,94.6016,106.42,65.4276,-11.818399999999997
2022,ASun,96.6827,109.209,65.6337,-12.526300000000006
2018,MAAC,96.812,109.047,65.6261,-12.235
2019,CAA,98.8974,111.011,67.8251,-12.113599999999991
2025,PL,98.9921,111.302,63.0373,-12.309900000000013
2021,Sum,93.7833,107.149,70.9988,-13.365700000000004
2021,CAA,99.1705,110.992,66.0932,-11.8215
2020,CAA,,,,
2023,Amer,98.991,111.36,67.9662,-12.369
2024,BSky,99.0993,111.262,68.1815,-12.162700000000001
2016,BSth,100.356,112.531,69.1651,-12.175000000000011
2022,MEAC,93.3705,105.958,69.9462,-12.587499999999991
2022,Sum,107.06,119.081,65.1638,-12.021
2021,Horz,98.3465,109.891,67.5473,-11.5445
2021,NEC,101.259,112.652,72.8329,-11.393
2021,CAA,94.9111,106.78,68.378,-11.868899999999996
2025,NEC,98.2966,110.804,69.1141,-12.507400000000004
2025,PL,100.449,112.8,66.5231,-12.350999999999999
2015,AE,93.7233,106.258,63.4906,-12.5347
2015,NEC,98.3557,110.915,66.9195,-12.559300000000007
2018,SC,99.5772,112.148,65.4585,-12.570799999999991
2018,NEC,96.4538,108.771,68.3181,-12.3172
2021,Pat,97.421,109.101,69.5083,-11.679999999999993
2021,SB,92.0821,104.439,68.5971,-12.356899999999996
2017,Slnd,101.507,114.289,71.674,-12.781999999999996
2025,BW,101.811,113.89,64.0026,-12.078999999999994
2016,OVC,98.2033,110.771,64.8996,-12.567700000000002
2025,MEAC,101.698,114.186,70.1941,-12.488000000000014
2022,SWAC,94.9704,107.766,65.3883,-12.795600000000007
2022,OVC,96.4944,108.845,68.7702,-12.3506
2018,MEAC,98.7732,111.246,69.3382,-12.472799999999992
2021,CUSA,91.1436,103.742,69.5379,-12.598399999999998
2016,BSth,100.118,112.493,68.0088,-12.375
2022,BW,93.422,105.672,64.545,-12.25
2025,MWC,98.9012,111.467,64.3683,-12.565799999999996
2020,Horz,,,,
2018,NEC,98.3842,110.992,64.4696,-12.607799999999997
2018,CUSA,99.2459,112.812,71.1708,-13.566099999999992
2018,Amer,97.1148,109.838,68.6719,-12.723199999999991
2024,SB,99.529,112.193,69.4201,-12.664000000000001
2021,SWAC,91.0491,104.358,70.9108,-13.308900000000008
2023,MAC,101.783,114.387,69.2119,-12.604
2025,Sum,98.6887,111.228,66.3802,-12.539299999999997
2025,NEC,99.6749,112.436,66.9185,-12.761100000000013
2021,Slnd,92.7176,105.753,67.8072,-13.035399999999996
2015,MAAC,94.0451,107.043,64.7838,-12.997900000000001
2016,BSth,99.0301,111.49,68.1397,-12.45989999999999
2017,Pat,94.8585,108.146,64.2375,-13.287499999999994
2021,MAAC,94.7434,107.413,64.623,-12.669600000000003
2020,MEAC,,,,
2018,ASun,99.1498,112.047,68.5041,-12.897199999999998
2017,Ivy,99.1684,112.132,67.2934,-12.9636
2019,Slnd,98.6411,111.292,68.3493,-12.650900000000007
2015,Slnd,95.6637,108.139,65.9167,-12.47529999999999
2017,BW,99.833,113.011,65.2888,-13.177999999999997
2018,Slnd,94.8618,107.793,68.1854,-12.931200000000004
2019,Slnd,95.3061,108.055,68.6702,-12.748900000000006
2016,NEC,100.175,113.154,66.0859,-12.979
2021,A10,86.5875,98.7042,64.05,-12.116699999999994
2022,Slnd,97.8623,110.743,69.5536,-12.88069999999999
2024,BSth,95.4562,108.486,66.8016,-13.029800000000009
2023,Sum,100.434,112.966,67.8598,-12.531999999999996
2023,CAA,98.3261,111.418,69.9961,-13.09190000000001
2023,CAA,99.7777,113.032,65.2197,-13.2543
2025,Horz,109.491,122.852,64.7775,-13.361000000000004
2024,BSky,98.307,110.861,63.8812,-12.554000000000002
2019,Sum,99.7176,112.842,66.9878,-13.124399999999994
2018,NEC,99.0672,111.885,69.2043,-12.817800000000005
2015,BSky,98.1139,111.506,67.2456,-13.3921
2016,NEC,99.4007,112.369,71.2142,-12.9683
2024,ASun,100.398,113.248,64.7776,-12.850000000000009
2019,SWAC,96.0727,109.714,65.0612,-13.641300000000001
2018,MEAC,95.7339,108.771,68.959,-13.037099999999995
2022,SWAC,97.2361,110.478,69.3423,-13.241900000000001
2021,OVC,95.5439,108.403,69.2083,-12.859100000000012
2022,MEAC,91.0246,103.693,67.5,-12.668399999999991
2022,CUSA,94.6327,107.68,68.5622,-13.047300000000007
2015,SC,97.7529,110.99,62.1158,-13.237099999999998
2015,OVC,94.5041,108.225,62.8349,-13.7209
2015,Pat,92.6596,105.912,62.4501,-13.252400000000009
2025,MEAC,103.652,116.86,69.9398,-13.207999999999998
2025,SB,97.7193,111.201,66.1667,-13.48169999999999
2016,MEAC,98.0771,111.191,65.8746,-13.113900000000001
2020,BW,,,,
2021,NEC,95.0245,107.242,68.8723,-12.217500000000001
2018,ASun,98.8042,112.142,69.7459,-13.337800000000001
2025,OVC,93.5008,106.873,66.1317,-13.372200000000007
2024,CAA,101.866,115.119,67.353,-13.253
2015,Slnd,96.7589,109.525,67.3632,-12.766100000000009
2025,MAAC,101.683,114.968,64.7666,-13.284999999999997
2016,SWAC,99.915,113.262,65.1547,-13.346999999999994
2018,SC,101.9,115.296,77.2216,-13.396
2016,NEC,91.6267,104.969,67.7745,-13.342299999999994
2018,MEAC,98.1525,110.889,64.9456,-12.736499999999992
2022,SWAC,87.5505,101.052,66.4661,-13.501500000000007
2017,Slnd,103.984,117.489,70.9455,-13.50500000000001
2017,BSth,103.253,116.656,68.1431,-13.403000000000006
2017,MEAC,93.6594,106.824,68.1462,-13.164599999999993
2020,OVC,,,,
2023,OVC,102.191,115.56,70.9777,-13.369
2015,SWAC,90.7948,104.328,62.9262,-13.533200000000008
2024,Pat,93.6639,106.973,65.2056,-13.3091
2019,MAAC,101.592,115.144,69.5012,-13.552000000000007
2016,MEAC,94.8161,108.145,69.067,-13.32889999999999
2022,ASun,90.4239,104.02,67.5973,-13.596099999999993
2020,MAAC,,,,
2018,MEAC,101.283,114.695,82.2412,-13.411999999999992
2018,OVC,99.7913,113.459,69.1599,-13.667699999999996
2017,MAAC,100.57,114.464,66.7485,-13.894000000000005
2025,SWAC,101.522,115.227,67.1168,-13.704999999999998
2019,MAAC,94.3694,108.003,63.0592,-13.633600000000001
2017,SWAC,97.9682,111.461,67.4932,-13.492800000000003
2019,NEC,93.7646,107.201,63.6371,-13.436399999999992
2024,CAA,100.727,114.238,65.7672,-13.510999999999996
2017,BW,92.1375,106.003,67.7495,-13.865499999999997
2020,BSth,,,,
2015,BSky,96.2232,110.37,67.3452,-14.146799999999999
2023,SWAC,94.6485,107.924,69.6298,-13.275500000000008
2022,MAC,94.1293,107.392,69.101,-13.262699999999995
